archetype_key,zh,pinyin,category,en,es,ja,ko,th,vi,basis,status
yijing:gua:shantiandaxu,山天大畜,shāntiāndàxù,六十四卦,Da Chu,Da Chu,大畜,대축,—,Đại Súc,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:shanleiyi,山雷颐,shānléiyí,六十四卦,Yi (Nourishment),Yi (Nourishment),頤,이,—,Di,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:zefengdaguo,泽风大过,zéfēngdàguò,六十四卦,Da Guo,Da Guo,大過,대과,—,Đại Quá,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:kanweishui,坎为水,kǎnwéishuǐ,六十四卦,Kan (Abyss),Kan (Abyss),坎,감,—,Khảm,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:liweihuo,离为火,líwéihuǒ,六十四卦,Li (Clinging),Li (Clinging),離,리,—,Ly,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:zeshanxian,泽山咸,zéshānxián,六十四卦,Xian,Xian,咸,함,—,Hàm,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:leifengheng,雷风恒,léifēnghéng,六十四卦,Heng,Heng,恆,항,—,Hằng,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:tianshandun,天山遁,tiānshāndùn,六十四卦,Dun,Dun,遯,돈,—,Độn,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:leitiandazhuang,雷天大壮,léitiāndàzhuàng,六十四卦,Da Zhuang,Da Zhuang,大壯,대장,—,Đại Tráng,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:huodijin,火地晋,huǒdìjìn,六十四卦,Jin,Jin,晉,진,—,Tấn,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:dihuomingyi,地火明夷,dìhuǒmíngyí,六十四卦,Ming Yi,Ming Yi,明夷,명이,—,Minh Di,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:fenghuojiaren,风火家人,fēnghuǒjiārén,六十四卦,Jia Ren,Jia Ren,家人,가인,—,Gia Nhân,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:huozekui,火泽睽,huǒzékuí,六十四卦,Kui,Kui,睽,괘,—,Khuê,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:shuishanjian,水山蹇,shuǐshānjiǎn,六十四卦,Jian,Jian,蹇,건,—,Kiển,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:leishuixie,雷水解,léishuǐxiè,六十四卦,Xie,Xie,解,해,—,Giải,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:shanzesun,山泽损,shānzésǔn,六十四卦,Sun,Sun,損,손,—,Tổn,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:fengleiyi,风雷益,fēngléiyì,六十四卦,Yi (Increase),Yi (Increase),益,익,—,Ích,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:zetianguai,泽天夬,zétiānguài,六十四卦,Guai,Guai,夬,괘,—,Khoái,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:tianfenggou,天风姤,tiānfēnggòu,六十四卦,Gou,Gou,姤,고,—,Cấu,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:zedicui,泽地萃,zédìcuì,六十四卦,Cui,Cui,萃,췌,—,Tụ,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:difengsheng,地风升,dìfēngshēng,六十四卦,Sheng,Sheng,升,승,—,Thăng,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:zeshuikun,泽水困,zéshuǐkùn,六十四卦,Kun (Oppression),Kun (Oppression),困,곤,—,Khốn,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:shuifengjing,水风井,shuǐfēngjǐng,六十四卦,Jing,Jing,井,정,—,Tỉnh,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:zehuoge,泽火革,zéhuǒgé,六十四卦,Ge,Ge,革,혁,—,Cách,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:huofengding,火风鼎,huǒfēngdǐng,六十四卦,Ding,Ding,鼎,정,—,Đỉnh,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:zhenweilei,震为雷,zhènwéiléi,六十四卦,Zhen (Thunder),Zhen (Thunder),震,진,—,Chấn,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:genweishan,艮为山,gènwéishān,六十四卦,Gen (Stillness),Gen (Stillness),艮,간,—,Cấn,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:fengshanjian,风山渐,fēngshānjiàn,六十四卦,Jian (Gradual),Jian (Gradual),漸,점,—,Tiệm,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:leizeguimei,雷泽归妹,léizéguīmèi,六十四卦,Gui Mei,Gui Mei,歸妹,귀매,—,Quy Muội,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:leihuofeng,雷火丰,léihuǒfēng,六十四卦,Feng,Feng,豐,풍,—,Phong,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:huoshanlu,火山旅,huǒshānlǚ,六十四卦,Lv (Traveler),Lv (Traveler),旅,여,—,Lữ,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:xunweifeng,巽为风,xùnwéifēng,六十四卦,Xun (Wind),Xun (Wind),巽,손,—,Tốn,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:duiweize,兑为泽,duìwéizé,六十四卦,Dui (Joy),Dui (Joy),兌,태,—,Đoài,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:fengshuihuan,风水涣,fēngshuǐhuàn,六十四卦,Huan,Huan,渙,환,—,Hoán,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:shuizejie,水泽节,shuǐzéjié,六十四卦,Jie,Jie,節,절,—,Tiết,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:fengzezhongfu,风泽中孚,fēngzézhōngfú,六十四卦,Zhong Fu,Zhong Fu,中孚,중부,—,Trung Phủ,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:leishanxiaoguo,雷山小过,léishānxiǎoguò,六十四卦,Xiao Guo,Xiao Guo,小過,소과,—,Tiểu Quá,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:shuihuojiji,水火既济,shuǐhuǒjìjì,六十四卦,Ji Ji,Ji Ji,既濟,기제,—,Ký Tế,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:huoshuiweiji,火水未济,huǒshuǐwèijì,六十四卦,Wei Ji,Wei Ji,未濟,미제,—,Vị Tế,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
bazi:branch_rel:shenzichenheshui,申子辰合水,shēnzǐchénhéshuǐ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:haimaoweihemu,亥卯未合木,hàimǎowèihémù,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:yinmuxuhehuo,寅午戌合火,yínmǔxūhéhuǒ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:siyouchouhejin,巳酉丑合金,sìyǒuchǒuhéjīn,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:zichouhetu,子丑合土,zǐchǒuhétǔ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:yinhaihemu,寅亥合木,yínhàihémù,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:maoxuhehuo,卯戌合火,mǎoxūhéhuǒ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:chenyouhejin,辰酉合金,chényǒuhéjīn,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:sishenheshui,巳申合水,sìshēnhéshuǐ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:wuweihehuo,午未合火,wǔwèihéhuǒ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:yinmaochendongfangmu,寅卯辰东方木,yínmǎochéndōngfāngmù,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:siwuweinanfanghuo,巳午未南方火,sìwǔwèinánfānghuǒ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:shenyouxuxifangjin,申酉戌西方金,shēnyǒuxūxīfāngjīn,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:haizichoubeifangshui,亥子丑北方水,hàizǐchǒuběifāngshuǐ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:ziwuchong,子午冲,zǐwǔchōng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:chouweichong,丑未冲,chǒuwèichōng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:yinshenchong,寅申冲,yínshēnchōng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:maoyouchong,卯酉冲,mǎoyǒuchōng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:chenxuchong,辰戌冲,chénxūchōng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:sihaichong,巳亥冲,sìhàichōng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:yinsishensanxing,寅巳申三刑,yínsìshēnsānxíng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:chouxuweisanxing,丑戌未三刑,chǒuxūwèisānxíng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:zimaoxiangxing,子卯相刑,zǐmǎoxiāngxíng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:chenchenzixing,辰辰自刑,chénchénzìxíng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:wuwuzixing,午午自刑,wǔwǔzìxíng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:youyouzixing,酉酉自刑,yǒuyǒuzìxíng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:haihaizixing,亥亥自刑,hàihàizìxíng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:ziweixianghai,子未相害,zǐwèixiānghài,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:chouwuxianghai,丑午相害,chǒuwǔxiānghài,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:yinsixianghai,寅巳相害,yínsìxiānghài,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:maochenxianghai,卯辰相害,mǎochénxiānghài,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:shenhaixianghai,申亥相害,shēnhàixiānghài,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:youxuxianghai,酉戌相害,yǒuxūxiānghài,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:ziyouxiangpo,子酉相破,zǐyǒuxiāngpò,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:yinhaixiangpo,寅亥相破,yínhàixiāngpò,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:maowuxiangpo,卯午相破,mǎowǔxiāngpò,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:chenchouxiangpo,辰丑相破,chénchǒuxiāngpò,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:sishenxiangpo,巳申相破,sìshēnxiāngpò,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:wumaoxiangpo,午卯相破,wǔmǎoxiāngpò,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:zicanggui,子藏癸,zǐcángguǐ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:choucangjiguixin,丑藏己癸辛,chǒucángjǐguǐxīn,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:yincangjiabingwu,寅藏甲丙戊,yíncángjiǎbǐngwù,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:maocangyi,卯藏乙,mǎocángyǐ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:chencangwuyigui,辰藏戊乙癸,chéncángwùyǐguǐ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:sicangbingwugeng,巳藏丙戊庚,sìcángbǐngwùgēng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:wucangdingji,午藏丁己,wǔcángdīngjǐ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:weicangjidingyi,未藏己丁乙,wèicángjǐdīngyǐ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:shencanggengrenwu,申藏庚壬戊,shēncánggēngrénwù,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:youcangxin,酉藏辛,yǒucángxīn,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:xucangwuxinding,戌藏戊辛丁,xūcángwùxīndīng,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:branch_rel:haicangrenjia,亥藏壬甲,hàicángrénjiǎ,地支关系,—,—,—,—,—,—,,tier2_pending
bazi:jiazi:jiazi,甲子,jiǎzǐ,干支组合,Jia Zi,Jia Zi,甲子,갑자,เจียจื้อ,Giáp Tý,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:yichou,乙丑,yǐchǒu,干支组合,Yi Chou,Yi Chou,乙丑,을축,อี้ฉู่,Ất Sửu,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:bingyin,丙寅,bǐngyín,干支组合,Bing Yin,Bing Yin,丙寅,병인,ปิ่งอิน,Bính Dần,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:dingmao,丁卯,dīngmǎo,干支组合,Ding Mao,Ding Mao,丁卯,정묘,ติงเหมา,Đinh Mão,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:wuchen,戊辰,wùchén,干支组合,Wu Chen,Wu Chen,戊辰,무진,อู้เฉิน,Mậu Thìn,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:jisi,己巳,jǐsì,干支组合,Ji Si,Ji Si,己巳,기사,จี่สื่อ,Kỷ Tỵ,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:gengwu,庚午,gēngwǔ,干支组合,Geng Wu,Geng Wu,庚午,경오,เกิงอู่,Canh Ngọ,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:xinwei,辛未,xīnwèi,干支组合,Xin Wei,Xin Wei,辛未,신미,ซินเว่ย,Tân Mùi,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:renshen,壬申,rénshēn,干支组合,Ren Shen,Ren Shen,壬申,임신,เหรินเชิน,Nhâm Thân,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:guiyou,癸酉,guǐyǒu,干支组合,Gui You,Gui You,癸酉,계유,กุยโหย่ว,Quý Dậu,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:jiaxu,甲戌,jiǎxū,干支组合,Jia Xu,Jia Xu,甲戌,갑술,เจียซวิว,Giáp Tuất,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:yihai,乙亥,yǐhài,干支组合,Yi Hai,Yi Hai,乙亥,을해,อี้ไห่,Ất Hợi,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:bingzi,丙子,bǐngzǐ,干支组合,Bing Zi,Bing Zi,丙子,병자,ปิ่งจื้อ,Bính Tý,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:dingchou,丁丑,dīngchǒu,干支组合,Ding Chou,Ding Chou,丁丑,정축,ติงฉู่,Đinh Sửu,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:wuyin,戊寅,wùyín,干支组合,Wu Yin,Wu Yin,戊寅,무인,อู้อิน,Mậu Dần,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:jimao,己卯,jǐmǎo,干支组合,Ji Mao,Ji Mao,己卯,기묘,จี่เหมา,Kỷ Mão,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:gengchen,庚辰,gēngchén,干支组合,Geng Chen,Geng Chen,庚辰,경진,เกิงเฉิน,Canh Thìn,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:xinsi,辛巳,xīnsì,干支组合,Xin Si,Xin Si,辛巳,신사,ซินสื่อ,Tân Tỵ,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:renwu,壬午,rénwǔ,干支组合,Ren Wu,Ren Wu,壬午,임오,เหรินอู่,Nhâm Ngọ,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:guiwei,癸未,guǐwèi,干支组合,Gui Wei,Gui Wei,癸未,계미,กุยเว่ย,Quý Mùi,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:jiashen,甲申,jiǎshēn,干支组合,Jia Shen,Jia Shen,甲申,갑신,เจียเชิน,Giáp Thân,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:yiyou,乙酉,yǐyǒu,干支组合,Yi You,Yi You,乙酉,을유,อี้โหย่ว,Ất Dậu,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:bingxu,丙戌,bǐngxū,干支组合,Bing Xu,Bing Xu,丙戌,병술,ปิ่งซวิว,Bính Tuất,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:dinghai,丁亥,dīnghài,干支组合,Ding Hai,Ding Hai,丁亥,정해,ติงไห่,Đinh Hợi,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:wuzi,戊子,wùzǐ,干支组合,Wu Zi,Wu Zi,戊子,무자,อู้จื้อ,Mậu Tý,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:jichou,己丑,jǐchǒu,干支组合,Ji Chou,Ji Chou,己丑,기축,จี่ฉู่,Kỷ Sửu,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:gengyin,庚寅,gēngyín,干支组合,Geng Yin,Geng Yin,庚寅,경인,เกิงอิน,Canh Dần,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:xinmao,辛卯,xīnmǎo,干支组合,Xin Mao,Xin Mao,辛卯,신묘,ซินเหมา,Tân Mão,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:renchen,壬辰,rénchén,干支组合,Ren Chen,Ren Chen,壬辰,임진,เหรินเฉิน,Nhâm Thìn,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:guisi,癸巳,guǐsì,干支组合,Gui Si,Gui Si,癸巳,계사,กุยสื่อ,Quý Tỵ,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:jiawu,甲午,jiǎwǔ,干支组合,Jia Wu,Jia Wu,甲午,갑오,เจียอู่,Giáp Ngọ,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:yiwei,乙未,yǐwèi,干支组合,Yi Wei,Yi Wei,乙未,을미,อี้เว่ย,Ất Mùi,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:bingshen,丙申,bǐngshēn,干支组合,Bing Shen,Bing Shen,丙申,병신,ปิ่งเชิน,Bính Thân,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:dingyou,丁酉,dīngyǒu,干支组合,Ding You,Ding You,丁酉,정유,ติงโหย่ว,Đinh Dậu,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:wuxu,戊戌,wùxū,干支组合,Wu Xu,Wu Xu,戊戌,무술,อู้ซวิว,Mậu Tuất,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:jihai,己亥,jǐhài,干支组合,Ji Hai,Ji Hai,己亥,기해,จี่ไห่,Kỷ Hợi,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:gengzi,庚子,gēngzǐ,干支组合,Geng Zi,Geng Zi,庚子,경자,เกิงจื้อ,Canh Tý,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:xinchou,辛丑,xīnchǒu,干支组合,Xin Chou,Xin Chou,辛丑,신축,ซินฉู่,Tân Sửu,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:renyin,壬寅,rényín,干支组合,Ren Yin,Ren Yin,壬寅,임인,เหรินอิน,Nhâm Dần,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:guimao,癸卯,guǐmǎo,干支组合,Gui Mao,Gui Mao,癸卯,계묘,กุยเหมา,Quý Mão,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:jiachen,甲辰,jiǎchén,干支组合,Jia Chen,Jia Chen,甲辰,갑진,เจียเฉิน,Giáp Thìn,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:yisi,乙巳,yǐsì,干支组合,Yi Si,Yi Si,乙巳,을사,อี้สื่อ,Ất Tỵ,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:bingwu,丙午,bǐngwǔ,干支组合,Bing Wu,Bing Wu,丙午,병오,ปิ่งอู่,Bính Ngọ,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:dingwei,丁未,dīngwèi,干支组合,Ding Wei,Ding Wei,丁未,정미,ติงเว่ย,Đinh Mùi,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:wushen,戊申,wùshēn,干支组合,Wu Shen,Wu Shen,戊申,무신,อู้เชิน,Mậu Thân,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:jiyou,己酉,jǐyǒu,干支组合,Ji You,Ji You,己酉,기유,จี่โหย่ว,Kỷ Dậu,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:gengxu,庚戌,gēngxū,干支组合,Geng Xu,Geng Xu,庚戌,경술,เกิงซวิว,Canh Tuất,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:xinhai,辛亥,xīnhài,干支组合,Xin Hai,Xin Hai,辛亥,신해,ซินไห่,Tân Hợi,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:renzi,壬子,rénzǐ,干支组合,Ren Zi,Ren Zi,壬子,임자,เหรินจื้อ,Nhâm Tý,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:guichou,癸丑,guǐchǒu,干支组合,Gui Chou,Gui Chou,癸丑,계축,กุยฉู่,Quý Sửu,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:jiayin,甲寅,jiǎyín,干支组合,Jia Yin,Jia Yin,甲寅,갑인,เจียอิน,Giáp Dần,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:yimao,乙卯,yǐmǎo,干支组合,Yi Mao,Yi Mao,乙卯,을묘,อี้เหมา,Ất Mão,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:bingchen,丙辰,bǐngchén,干支组合,Bing Chen,Bing Chen,丙辰,병진,ปิ่งเฉิน,Bính Thìn,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:dingsi,丁巳,dīngsì,干支组合,Ding Si,Ding Si,丁巳,정사,ติงสื่อ,Đinh Tỵ,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:wuwu,戊午,wùwǔ,干支组合,Wu Wu,Wu Wu,戊午,무오,อู้อู่,Mậu Ngọ,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:jiwei,己未,jǐwèi,干支组合,Ji Wei,Ji Wei,己未,기미,จี่เว่ย,Kỷ Mùi,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:gengshen,庚申,gēngshēn,干支组合,Geng Shen,Geng Shen,庚申,경신,เกิงเชิน,Canh Thân,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:xinyou,辛酉,xīnyǒu,干支组合,Xin You,Xin You,辛酉,신유,ซินโหย่ว,Tân Dậu,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:renxu,壬戌,rénxū,干支组合,Ren Xu,Ren Xu,壬戌,임술,เหรินซวิว,Nhâm Tuất,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:jiazi:guihai,癸亥,guǐhài,干支组合,Gui Hai,Gui Hai,癸亥,계해,กุยไห่,Quý Hợi,干支组合=天干+地支译名按位组合（构成式，确定性）,tier1_filled
bazi:ganhe:jiajihetu,甲己合土,jiǎjǐhétǔ,天干五合,—,—,—,—,—,—,,tier2_pending
